file;program;mode;size;step;time_taken;info
miofile_10000;mpi_openmp;1;10000;50;347.728389;-n1 -N2 THIN -k10000 -m:core
file;program;mode;size;step;time_taken;info
miofile_10000;mpi_openmp;1;10000;50;176.607171;-n2 -N2 THIN -k10000 -m:core
file;program;mode;size;step;time_taken;info
miofile_10000;mpi_openmp;1;10000;50;91.057452;-n4 -N2 THIN -k10000 -m:core
file;program;mode;size;step;time_taken;info
miofile_10000;mpi_openmp;1;10000;50;62.428060;-n6 -N2 THIN -k10000 -m:core
file;program;mode;size;step;time_taken;info
miofile_10000;mpi_openmp;1;10000;50;48.166913;-n8 -N2 THIN -k10000 -m:core
file;program;mode;size;step;time_taken;info
miofile_10000;mpi_openmp;1;10000;50;39.859636;-n10 -N2 THIN -k10000 -m:core
file;program;mode;size;step;time_taken;info
miofile_10000;mpi_openmp;1;10000;50;34.241955;-n12 -N2 THIN -k10000 -m:core
file;program;mode;size;step;time_taken;info
miofile_10000;mpi_openmp;1;10000;50;30.138131;-n14 -N2 THIN -k10000 -m:core
file;program;mode;size;step;time_taken;info
miofile_10000;mpi_openmp;1;10000;50;27.215391;-n16 -N2 THIN -k10000 -m:core
file;program;mode;size;step;time_taken;info
miofile_10000;mpi_openmp;1;10000;50;24.783415;-n18 -N2 THIN -k10000 -m:core
file;program;mode;size;step;time_taken;info
miofile_10000;mpi_openmp;1;10000;50;22.799423;-n20 -N2 THIN -k10000 -m:core
file;program;mode;size;step;time_taken;info
miofile_10000;mpi_openmp;1;10000;50;21.450271;-n22 -N2 THIN -k10000 -m:core
file;program;mode;size;step;time_taken;info
miofile_10000;mpi_openmp;1;10000;50;20.150037;-n24 -N2 THIN -k10000 -m:core
file;program;mode;size;step;time_taken;info
miofile_10000;mpi_openmp;1;10000;50;19.093632;-n26 -N2 THIN -k10000 -m:core
file;program;mode;size;step;time_taken;info
miofile_10000;mpi_openmp;1;10000;50;18.106122;-n28 -N2 THIN -k10000 -m:core
file;program;mode;size;step;time_taken;info
miofile_10000;mpi_openmp;1;10000;50;16.966212;-n30 -N2 THIN -k10000 -m:core
file;program;mode;size;step;time_taken;info
miofile_10000;mpi_openmp;1;10000;50;16.428134;-n32 -N2 THIN -k10000 -m:core
file;program;mode;size;step;time_taken;info
miofile_10000;mpi_openmp;1;10000;50;15.622567;-n34 -N2 THIN -k10000 -m:core
file;program;mode;size;step;time_taken;info
miofile_10000;mpi_openmp;1;10000;50;15.190886;-n36 -N2 THIN -k10000 -m:core
file;program;mode;size;step;time_taken;info
miofile_10000;mpi_openmp;1;10000;50;14.607551;-n38 -N2 THIN -k10000 -m:core
file;program;mode;size;step;time_taken;info
miofile_10000;mpi_openmp;1;10000;50;14.014072;-n40 -N2 THIN -k10000 -m:core
file;program;mode;size;step;time_taken;info
miofile_10000;mpi_openmp;1;10000;50;13.675383;-n42 -N2 THIN -k10000 -m:core
file;program;mode;size;step;time_taken;info
miofile_10000;mpi_openmp;1;10000;50;13.486251;-n44 -N2 THIN -k10000 -m:core
file;program;mode;size;step;time_taken;info
miofile_10000;mpi_openmp;1;10000;50;13.214125;-n46 -N2 THIN -k10000 -m:core
file;program;mode;size;step;time_taken;info
miofile_10000;mpi_openmp;1;10000;50;12.825344;-n48 -N2 THIN -k10000 -m:core
